ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
836239.BJ,20240607,16.12,16.59,16.01,16.51,15.93,0.58,3.6409,7855.43,12796.145
836239.BJ,20240606,16.35,16.57,15.63,15.93,16.35,-0.42,-2.5688,10060.54,16194.382
836239.BJ,20240605,16.93,17.12,16.1,16.35,16.93,-0.58,-3.4259,10101.21,16788.94
836239.BJ,20240604,16.82,17.27,16.7,16.93,16.75,0.18,1.0746,7079.48,12070.746
836239.BJ,20240603,18.08,18.08,16.58,16.75,18.05,-1.3,-7.2022,17607.39,30462.357
836239.BJ,20240531,18.35,18.88,18.03,18.05,18.48,-0.43,-2.3268,10578.39,19408.115
836239.BJ,20240530,18.03,18.55,17.6,18.48,18.2,0.28,1.5385,13160.22,23788.205
836239.BJ,20240529,18.5,18.7,17.63,18.2,18.29,-0.09,-0.4921,16164.93,29294.93
836239.BJ,20240528,18.22,19.16,18.05,18.29,18.48,-0.19,-1.0281,17148.07,31738.089
836239.BJ,20240527,17.11,19.0,17.07,18.48,17.25,1.23,7.1304,27824.38,50576.024
836239.BJ,20240524,17.8,18.14,17.12,17.25,17.8,-0.55,-3.0899,13810.14,24222.071
836239.BJ,20240523,17.4,18.32,17.07,17.8,17.36,0.44,2.5346,25898.5,46144.541
836239.BJ,20240522,16.25,17.8,16.25,17.36,16.38,0.98,5.9829,18369.04,31710.135
836239.BJ,20240521,17.0,17.25,16.36,16.38,17.0,-0.62,-3.6471,9715.99,16198.554
836239.BJ,20240520,17.29,18.14,16.94,17.0,17.24,-0.24,-1.3921,11318.55,19749.282
836239.BJ,20240517,16.08,17.4,16.08,17.24,16.19,1.05,6.4855,20126.99,34114.096
836239.BJ,20240516,15.95,16.37,15.7,16.19,15.95,0.24,1.5047,10114.31,16207.583
836239.BJ,20240515,16.7,17.08,15.8,15.95,16.9,-0.95,-5.6213,18843.32,30601.17
836239.BJ,20240514,17.3,17.71,16.66,16.9,17.28,-0.38,-2.1991,12456.43,21363.54
836239.BJ,20240513,18.08,18.4,17.03,17.28,18.09,-0.81,-4.4776,20697.31,36709.601
836239.BJ,20240510,17.45,18.15,17.0,18.09,17.71,0.38,2.1457,25037.06,44255.903
836239.BJ,20240509,17.05,18.58,17.05,17.71,16.92,0.79,4.669,27912.22,50387.047
836239.BJ,20240508,17.37,18.08,16.73,16.92,17.5,-0.58,-3.3143,21595.5,37469.724
836239.BJ,20240507,16.71,18.64,16.4,17.5,17.1,0.4,2.3392,39471.56,68836.205
836239.BJ,20240506,14.85,17.1,14.85,17.1,14.73,2.37,16.0896,30477.99,48973.409
836239.BJ,20240430,14.97,15.5,14.63,14.73,15.1,-0.37,-2.4503,11665.09,17578.183
836239.BJ,20240429,15.77,15.9,14.88,15.1,14.55,0.55,3.7801,26880.13,41470.032
836239.BJ,20240426,13.81,14.83,13.81,14.55,13.81,0.74,5.3584,13837.93,20000.0
836239.BJ,20240425,13.94,14.4,13.64,13.81,13.95,-0.14,-1.0036,7823.04,10934.852
836239.BJ,20240424,13.62,14.29,13.59,13.95,13.78,0.17,1.2337,8312.3,11644.584
836239.BJ,20240423,12.83,13.78,12.83,13.78,12.85,0.93,7.2374,8569.31,11486.912
836239.BJ,20240422,12.94,13.01,12.72,12.85,12.8,0.05,0.3906,3378.76,4345.303
836239.BJ,20240419,13.28,13.28,12.72,12.8,13.13,-0.33,-2.5133,6151.04,7953.881
836239.BJ,20240418,13.15,13.5,12.88,13.13,13.14,-0.01,-0.0761,7975.58,10501.661
836239.BJ,20240417,12.7,13.5,12.7,13.14,12.73,0.41,3.2207,6610.76,8743.183
836239.BJ,20240416,13.65,13.85,11.97,12.73,13.8,-1.07,-7.7536,13760.76,17633.294
836239.BJ,20240415,14.07,14.36,13.5,13.8,14.0,-0.2,-1.4286,9280.53,12818.04
836239.BJ,20240412,14.55,14.71,13.82,14.0,14.36,-0.36,-2.507,9440.91,13318.799
836239.BJ,20240411,15.18,15.36,14.08,14.36,15.39,-1.03,-6.6927,19135.55,28204.405
836239.BJ,20240410,14.69,15.8,14.36,15.39,14.87,0.52,3.497,27551.8,41953.248
836239.BJ,20240409,14.1,14.97,14.1,14.87,14.2,0.67,4.7183,19574.62,28708.65
836239.BJ,20240408,13.79,14.8,13.79,14.2,14.08,0.12,0.8523,16903.15,24313.921
836239.BJ,20240403,13.98,14.93,13.63,14.08,14.01,0.07,0.4996,25868.56,37155.553
836239.BJ,20240402,12.86,15.19,12.73,14.01,12.79,1.22,9.5387,36662.61,50716.125
836239.BJ,20240401,12.78,12.82,12.61,12.79,12.6,0.19,1.5079,9300.91,11839.46
836239.BJ,20240329,12.67,12.79,12.53,12.6,12.65,-0.05,-0.3953,7333.37,9295.743
836239.BJ,20240328,12.78,12.94,12.51,12.65,12.79,-0.14,-1.0946,8067.9,10246.847
836239.BJ,20240327,12.89,13.15,12.75,12.79,12.72,0.07,0.5503,11120.91,14409.523
836239.BJ,20240326,12.55,12.87,12.34,12.72,12.6,0.12,0.9524,7696.64,9684.989
836239.BJ,20240325,12.55,12.99,12.55,12.6,12.63,-0.03,-0.2375,4960.89,6341.705
836239.BJ,20240322,13.0,13.19,12.62,12.63,13.04,-0.41,-3.1442,7262.79,9279.922
836239.BJ,20240321,13.39,13.55,12.92,13.04,13.38,-0.34,-2.5411,9391.8,12355.912
836239.BJ,20240320,13.29,13.6,13.13,13.38,13.29,0.09,0.6772,10670.8,14200.418
836239.BJ,20240319,13.16,13.6,12.98,13.29,13.26,0.03,0.2262,12971.34,17240.295
